,OBJECTID,EMPRESA,NOMBRE,TENSION_NO,ESTACION,POTENCIA_N,NUMERO_TRA,geometry
430,841.0,ENERSUR,MOQUEGUA,138.0,S.E. MOQUEGUA,600.0,2.0,POINT (-70.96622498300002 -17.215906913000026)
431,842.0,ELECTROSUR,CALANA,60.0,S.E. CALANA,5.0,1.0,POINT (-70.20559300000002 -17.985652000000016)
432,843.0,ABENGOA ATS,MONTALVO,500.0,S.E. MONTALVO,750.0,1.0,POINT (-70.99915346699999 -17.189698179999993)
433,844.0,RDS,PUNO,138.0,S.E. PUNO,185.0,3.0,POINT (-70.05136424400001 -15.831074870000009)
434,845.0,ELECTRO PUNO,CARACOTO,60.0,S.E. CARACOTO,75.0,1.0,POINT (-70.09589819299998 -15.568809402)
435,846.0,ELECTRO PUNO,AZANGARO,60.0,S.E. AZANGARO,59.5,2.0,POINT (-70.20483125800001 -14.913922302000003)
436,847.0,REP,AZANGARO,138.0,S.E. AZANGARO,59.5,2.0,POINT (-70.20581268299998 -14.91373067699999)
437,848.0,REP,TINTAYA,220.0,S.E. TINTAYA,150.0,1.0,POINT (-71.31359530999998 -14.881110080999974)
438,849.0,SEA,MOLLENDO,33.0,S.E. MOLLENDO,25.0,1.0,POINT (-71.99601054700003 -17.025664819999974)
439,850.0,TRANSMANTARO,SOCABAYA,220.0,S.E. SOCABAYA,300.0,2.0,POINT (-71.51833585399999 -16.476087181000025)
440,851.0,MINERA CERRO VERDE,SOCABAYA,138.0,S.E. SOCABAYA,120.0,2.0,POINT (-71.51626784500002 -16.473746112000015)
441,852.0,ABENGOA,SAN JOSE,220.0,S.E SAN JOSE,1200.0,2.0,POINT (-71.807317979 -16.675995186000023)
442,853.0,EGASA,CHARCANI 123,33.0,S.E. CHARCANI I,11.5,1.0,POINT (-71.51985995899997 -16.321182539000006)
443,854.0,EGASA,SANTUARIO,138.0,S.E. SANTUARIO,0.0,0.0,POINT (-71.44523303800003 -16.26278216999998)
444,855.0,REP,CALLALLI,60.0,S.E. CALLALLI,30.0,1.0,POINT (-71.406814113 -15.536197863999973)
445,856.0,EGEMSA,CACHIMAYO,60.0,S.E. CACHIMAYO,66.0,4.0,POINT (-72.07152401500002 -13.47429456399999)
446,857.0,REP,ABANCAY NUEVA,138.0,S.E. NUEVA ABANCAY,120.0,1.0,POINT (-72.837417679 -13.545046633000027)
447,858.0,REP,MARCONA,220.0,S.E. MARCONA,150.0,2.0,POINT (-75.176712742 -15.204754544000025)
448,859.0,SEAL,MARCONA,60.0,S.E. MARCONA,150.0,2.0,POINT (-75.17725226599998 -15.205281582999987)
449,860.0,REP,ICA,60.0,S.E. ICA,100.0,2.0,POINT (-75.692638676 -14.05594483599998)
450,861.0,REP,DESIERTO,60.0,S.E. DESIERTO,50.0,2.0,POINT (-76.17681424300002 -13.265158354999983)
451,862.0,TSM,PIURA OESTE,220.0,S.E. PIURA OESTE,200.0,3.0,POINT (-80.698672611 -5.168214764000027)
452,863.0,ENO,PIURA OESTE,60.0,S.E. PIURA OESTE,200.0,3.0,POINT (-80.69874008800002 -5.168748596)
453,864.0,TRANSMANTARO,LA NIÑA,220.0,S.E. NINA,672.0,1.0,POINT (-80.53093922099998 -5.926786967999988)
454,865.0,EOL,GUADALUPE,220.0,S.E. GUADALUPE,110.0,3.0,POINT (-79.45793729299999 -7.306192696999972)
455,866.0,CONENHUA,CAJAMARCA NORTE,60.0,S.E. CAJAMARCA NORTE,150.0,2.0,POINT (-78.60224111399998 -7.057407072999979)
456,867.0,COMPANIA TRANSMISORA NORPERUANA,CAJAMARCA NORTE,220.0,S.E. CAJAMARCA NORTE,150.0,2.0,POINT (-78.60243540099998 -7.058494214999996)
457,868.0,REP,TRUJILLO NUEVA,220.0,S.E. TRUJILLO NUEVA,750.0,1.0,POINT (-79.022943677 -8.04914465500002)
458,869.0,REP,TRUJILLO NORTE,220.0,S.E. TRUJILLO NORTE,345.0,5.0,POINT (-79.055506606 -8.044863180999982)
459,870.0,ETS,TINGO MARIA,138.0,S.E. TINGO MARIA,100.0,2.0,POINT (-75.99225369599998 -9.289944466999998)
460,871.0,ISA PERU,AGUAYTIA,138.0,S.E. AGUAYTIA,60.0,1.0,POINT (-75.49366974200001 -9.031120890000011)
461,872.0,REP,CHIMBOTE 1,138.0,S.E. CHIMBOTE1,240.0,2.0,POINT (-78.55899437699998 -9.01141179299998)
462,873.0,AIP,PARAMONGA NUEVA,60.0,S.E. PARAMONGA NUEVA_220,95.0,2.0,POINT (-77.742116184 -10.680376883000008)
463,874.0,ETESELVA,PARAMONGA NUEVA,220.0,S.E. PARAMONGA NUEVA_220,95.0,2.0,POINT (-77.74180054599998 -10.679379786000027)
464,875.0,SEPAEX,PARAMONGA EXISTENTE,138.0,S.E. PARAMONGA NUEVA,95.0,2.0,POINT (-77.74231867700001 -10.680424709000022)
465,876.0,EDN,HUACHO,60.0,S.E. HUACHO,80.0,2.0,POINT (-77.51624265100003 -11.11436056399998)
466,877.0,CHV,HUACHO,220.0,S.E. HUACHO_220,80.0,2.0,POINT (-77.51578283200001 -11.114612812000018)
467,878.0,LUZ DEL SUR,BALNEARIOS,60.0,S.E. BALNEARIOS,593.0,6.0,POINT (-76.99507125100001 -12.112223830999994)
468,879.0,EDELNOR,BARSI,220.0,S.E. BARSI,400.0,5.0,POINT (-77.10433595 -12.047894177999979)
469,880.0,CTM,CHILCA CTM,220.0,S.E. CHILCA 220 kV,600.0,1.0,POINT (-76.726129163 -12.495440800999972)
470,881.0,CTM,CHILCA,220.0,S.E. CHILCA,145.0,2.0,POINT (-76.727771862 -12.496387890999983)
471,882.0,SAMAY I S.A.,S.E. PUERTO BRAVO,500.0,PUERTO BRAVO,800.0,3.0,POINT (-71.97743765299998 -17.038317882)
472,883.0,CHEVES S.A.,S.E. CHEVES,220.0,S.E. CHEVES 220kV,208.0,2.0,POINT (-77.008328775 -10.92783665899998)
473,884.0,EGEJUNIN,RUNATULLO III,60.0,S.E. RUNATULLO III,25.0,1.0,POINT (-75.069839984 -11.652859980000017)
474,885.0,EGEJUNIN,RUNATULLO II,60.0,S.E. RUNATULLO II,25.0,1.0,POINT (-75.05920118199998 -11.646011202000011)
475,886.0,ELECTRODUNAS,TAMBO DE MORA,60.0,S.E. TAMBO DE MORA,23.400000000000002,2.0,POINT (-76.18305019799999 -13.449643239000011)
476,887.0,ENERSUR,KIMAN AYLLU,220.0,S.E. KIMAN AYLLU,118.0,2.0,POINT (-77.872519367 -8.77518861499999)
477,888.0,ENERSUR,QUITARACSA I,220.0,S.E. QUITARACSA I,140.0,2.0,POINT (-77.824822369 -8.776137145999996)
478,889.0,ET,CEMENTOS PIURA,220.0,S.E. CEMENTOS PIURA,200.0,3.0,POINT (-80.69912972899999 -5.142295998999998)
479,890.0,ETG,PIURA OESTE,220.0,S.E. PIURA OESTE - ETG,200.0,3.0,POINT (-80.698672611 -5.168214764000027)
480,891.0,ETEN,ETEN,220.0,S.E. ETEN,230.0,1.0,POINT (-79.78925898300002 -6.884990680999977)
481,892.0,VOLCAN,POMACOCHA - VOLCAN,60.0,S.E. POMACOCHA - VOLCAN,50.0,1.0,POINT (-76.13238777100003 -11.733883967999986)
482,893.0,REP,PARAMONGA NUEVA,220.0,S.E. PARAMONGA NUEVA -  REP,95.0,2.0,POINT (-77.74184326800003 -10.680332349000025)
483,894.0,REP,POMACOCHA,220.0,S.E. POMACOCHA_,50.0,1.0,POINT (-76.132271318 -11.733959793999986)
484,895.0,ENERSUR,BOTIFLACA,138.0,S.E. BOTIFLACA,116.0,2.0,POINT (-70.76789940600003 -17.061568212999987)
485,896.0,SOUTHERN,ILO ELECTROSUR,138.0,S.E. ILO ELECTROSUR,50.0,2.0,POINT (-71.309690107 -17.629151880999984)
486,897.0,SOUTHERN,ILO 3,138.0,S.E. ILO 3,400.0,2.0,POINT (-71.12252808199997 -17.576636701999973)
487,898.0,TRANSMANTARO,CHIMBOTE 1,220.0,S.E. CHIMBOTE 1,240.0,2.0,POINT (-78.55673672799998 -9.01085501099999)
488,899.0,COELVISAC,FELAM,220.0,S.E. FELAM,0.0,0.0,POINT (-80.253996287 -6.291544202000011)
489,900.0,COELVISAC,TIERRAS NUEVAS,220.0,S.E. TIERRAS NUEVAS,60.0,1.0,POINT (-80.14639564100003 -6.096736910999994)
490,901.0,REP,AMARILIS,138.0,S.E. AMARILIS,0.0,0.0,POINT (-76.20808054499997 -9.900365360000023)
491,902.0,EMPRESA DE ENERGÍA YAMOBAMBA,LA RAMADA,220.0,S.E. LA RAMADA,40.0,1.0,POINT (-78.15529077500003 -7.917812980999997)
